StateCode,Year,RETCB(TOAL),EMTCB(ETHONAL),GETCB(GEOTHERMAL),HYTCB(HYDRO),SOTCB(SOLAR),WYTCB(WIND),WWTCB(WOODWASTE)
AK,1960,6800,0,0,3120,0,0,3681
AK,1961,7313,0,0,3168,0,0,4145
AK,1962,7453,0,0,3207,0,0,4246
AK,1963,7793,0,0,3410,0,0,4383
AK,1964,8102,0,0,3374,0,0,4728
AK,1965,8519,0,0,3655,0,0,4863
AK,1966,8328,0,0,3293,0,0,5035
AK,1967,8457,0,0,3786,0,0,4671
AK,1968,8486,0,0,3781,0,0,4705
AK,1969,8455,0,0,3562,0,0,4893
AK,1970,8835,0,0,3806,0,0,5029
AK,1971,9094,0,0,3807,0,0,5287
AK,1972,8673,0,0,3594,0,0,5079
AK,1973,7844,0,0,2973,0,0,4871
AK,1974,8329,0,0,3407,0,0,4922
AK,1975,8608,0,0,3713,0,0,4894
AK,1976,9201,0,0,3978,0,0,5224
AK,1977,11449,0,0,5343,0,0,6106
AK,1978,10809,0,0,4889,0,0,5920
AK,1979,10733,0,0,4747,0,0,5986
AK,1980,8321,0,0,5599,0,0,2723
AK,1981,9216,0,0,6171,0,0,3046
AK,1982,8745,0,0,5870,0,0,2875
AK,1983,9591,0,0,6243,0,0,3348
AK,1984,11152,0,0,7235,0,0,3917
AK,1985,11783,0,0,7816,0,0,3967
AK,1986,10707,1,0,8448,0,0,2258
AK,1987,12004,3,0,9080,0,0,2920
AK,1988,12761,2,0,9658,0,0,3102
AK,1989,18342,0,51,9102,1,0,9188
AK,1990,18357,0,51,10137,1,0,8169
AK,1991,17357,0,51,9352,1,0,7954
AK,1992,18300,0,51,9495,1,0,8753
AK,1993,20551,0,51,13433,1,0,7067
AK,1994,23590,3,51,13879,1,0,9656
AK,1995,23142,636,51,14149,1,0,8305
AK,1996,21915,728,51,13089,1,0,8046
AK,1997,15583,589,51,11224,1,0,3719
AK,1998,13638,347,51,11353,0,0,1886
AK,1999,10605,392,86,8351,0,0,1775
AK,2000,12375,171,86,10220,0,0,1898
AK,2001,17439,465,86,13905,0,10,2973
AK,2002,18257,335,86,14643,0,0,3193
AK,2003,19598,224,89,16023,0,0,3261
AK,2004,18857,441,88,15004,0,0,3324
AK,2005,16659,792,90,14638,0,6,1133
AK,2006,14095,797,87,12137,0,8,1065
AK,2007,15011,974,87,12762,0,10,1177
AK,2008,14629,1717,130,11547,2,1,1233
AK,2009,17639,1954,151,12920,3,69,2543
AK,2010,18439,1916,153,13982,3,123,2262
AK,2011,17650,1925,214,13066,3,121,2322
AK,2012,19565,1882,186,14988,3,356,2150
AK,2013,20439,1826,186,13696,3,1386,3341
AK,2014,21845,2062,186,14633,3,1445,3515
AK,2015,21658,2476,186,14621,3,1488,2883
AL,1960,112809,0,0,67128,0,0,45681
AL,1961,118021,0,0,71851,0,0,46171
AL,1962,125564,0,0,79605,0,0,45959
AL,1963,112682,0,0,66918,0,0,45764
AL,1964,137992,0,0,91651,0,0,46341
AL,1965,121888,0,0,74247,0,0,47641
AL,1966,121238,0,0,72135,0,0,49102
AL,1967,144384,0,0,95334,0,0,49050
AL,1968,129673,0,0,76753,0,0,52920
AL,1969,131856,0,0,78511,0,0,53345
AL,1970,132471,0,0,80092,0,0,52378
AL,1971,158182,0,0,104114,0,0,54068
AL,1972,164946,0,0,106211,0,0,58735
AL,1973,181706,0,0,122622,0,0,59084
AL,1974,166734,0,0,108270,0,0,58463
AL,1975,184701,0,0,127086,0,0,57615
AL,1976,160994,0,0,98111,0,0,62883
AL,1977,174751,0,0,108046,0,0,66705
AL,1978,148341,0,0,81781,0,0,66560
AL,1979,190737,0,0,122863,0,0,67874
AL,1980,238766,0,0,97733,0,0,141033
AL,1981,213355,0,0,63113,0,0,150242
AL,1982,265548,95,0,112184,0,0,153269
AL,1983,282179,239,0,117458,0,0,164483
AL,1984,288127,271,0,112730,0,0,175126
AL,1985,248632,1278,0,71935,0,0,175418
AL,1986,215783,1968,0,54848,0,0,158967
AL,1987,233511,3939,0,77855,0,0,151718
AL,1988,216597,3509,0,55575,0,0,157512
AL,1989,304351,1962,11,137211,135,0,165031
AL,1990,253287,1620,13,107832,138,0,143683
AL,1991,257202,1612,14,112268,148,0,143162
AL,1992,257599,2586,15,106109,148,0,148742
AL,1993,269514,1367,16,93134,148,0,174850
AL,1994,334002,1469,14,117903,153,0,214463
AL,1995,322116,2015,15,97980,150,0,221956
AL,1996,323721,349,16,114587,146,0,208622
AL,1997,300020,345,17,117660,138,0,181859
AL,1998,317349,284,18,107730,134,0,209183
AL,1999,290232,37,62,79350,127,0,210656
AL,2000,263303,0,62,59346,113,0,203782
AL,2001,252817,1294,65,86346,97,0,165015
AL,2002,253570,881,67,89775,82,0,162766
AL,2003,284700,1272,62,128232,68,0,155066
AL,2004,293216,2519,68,106432,54,0,184143
AL,2005,279765,165,78,101436,53,0,178033
AL,2006,266305,152,85,71930,62,0,194075
AL,2007,228635,474,98,40881,63,0,187119
AL,2008,237119,3740,117,60466,64,0,172732
AL,2009,273619,9132,126,122345,62,0,141954
AL,2010,254212,23231,138,84919,68,0,145857
AL,2011,266129,21956,135,86313,71,0,157654
AL,2012,252850,21235,141,70754,77,0,160643
AL,2013,317742,21845,141,123071,98,0,172587
AL,2014,277017,22154,141,90030,99,0,164593
AL,2015,270793,23090,141,91902,101,0,155560
AR,1960,48104,0,0,10671,0,0,37433
AR,1961,51144,0,0,14854,0,0,36290
AR,1962,47637,0,0,11197,0,0,36441
AR,1963,41897,0,0,5168,0,0,36729
AR,1964,42732,0,0,5872,0,0,36860
AR,1965,46425,0,0,11291,0,0,35134
AR,1966,51697,0,0,16528,0,0,35169
AR,1967,46124,0,0,12815,0,0,33309
AR,1968,64986,0,0,31247,0,0,33739
AR,1969,64813,0,0,30115,0,0,34698
AR,1970,56933,0,0,22668,0,0,34264
AR,1971,53579,0,0,18897,0,0,34682
AR,1972,53917,0,0,17059,0,0,36857
AR,1973,81723,0,0,44172,0,0,37551
AR,1974,81339,0,0,44600,0,0,36739
AR,1975,71589,0,0,35719,0,0,35870
AR,1976,62300,0,0,20975,0,0,41325
AR,1977,69746,0,0,18684,0,0,51062
AR,1978,77088,0,0,25086,0,0,52002
AR,1979,80773,0,0,34940,0,0,45832
AR,1980,69996,0,0,17606,0,0,52390
AR,1981,68248,59,0,12913,0,0,55277
AR,1982,77652,70,0,22019,0,0,55563
AR,1983,95412,102,0,34872,0,0,60438
AR,1984,91646,224,0,28429,0,0,62992
AR,1985,109251,65,0,46323,0,0,62863
AR,1986,91234,0,0,29390,0,0,61844
AR,1987,86688,0,0,25080,0,0,61608
AR,1988,92546,0,0,28754,0,0,63792
AR,1989,119759,0,98,32176,1250,0,86235
AR,1990,110505,508,108,38016,1281,0,70592
AR,1991,110143,320,117,37016,1278,0,71412
AR,1992,112813,226,126,34928,1278,0,76255
AR,1993,133803,157,133,46486,1272,0,85755
AR,1994,119609,28,123,35721,1259,0,82478
AR,1995,117506,32,131,33181,1230,0,82933
AR,1996,118019,2,138,28921,1189,0,87769
AR,1997,124045,0,147,35906,1108,0,86884
AR,1998,114927,0,152,31781,1033,0,81960
AR,1999,110822,0,192,27552,931,0,82147
AR,2000,108634,0,192,24181,795,0,83466
AR,2001,94001,0,212,26331,642,0,66816
AR,2002,108618,0,228,34953,500,0,72938
AR,2003,107905,0,282,26878,367,0,80378
AR,2004,112915,0,306,36493,239,0,75878
AR,2005,112547,96,349,30822,90,0,81190
AR,2006,100080,90,401,15380,94,0,84115
AR,2007,121020,287,482,31992,53,0,88207
AR,2008,125658,2305,572,45923,53,0,76806
AR,2009,130201,5996,702,40921,59,0,82522
AR,2010,131415,12821,773,35697,79,0,82045
AR,2011,126732,12056,750,28738,84,0,85104
AR,2012,118076,11707,808,20921,99,0,84541
AR,2013,121601,11846,808,25329,108,0,83510
AR,2014,122384,12384,808,25104,110,0,83978
AR,2015,121730,12416,808,33261,124,0,75121
AZ,1960,36181,0,0,32169,0,0,4013
AZ,1961,35083,0,0,31246,0,0,3837
AZ,1962,34533,0,0,30861,0,0,3672
AZ,1963,34861,0,0,30834,0,0,4028
AZ,1964,34271,0,0,30182,0,0,4089
AZ,1965,50095,0,0,46400,0,0,3695
AZ,1966,58060,0,0,54380,0,0,3679
AZ,1967,56423,0,0,52243,0,0,4180
AZ,1968,63456,0,0,59309,0,0,4147
AZ,1969,67840,0,0,63451,0,0,4389
AZ,1970,68919,0,0,64580,0,0,4339
AZ,1971,74136,0,0,69610,0,0,4526
AZ,1972,75189,0,0,70406,0,0,4782
AZ,1973,79348,0,0,74774,0,0,4574
AZ,1974,82058,0,0,77275,0,0,4783
AZ,1975,80897,0,0,75484,0,0,5414
AZ,1976,84428,0,0,78612,0,0,5816
AZ,1977,75681,0,0,68843,0,0,6838
AZ,1978,79870,0,0,72741,0,0,7129
AZ,1979,83414,0,0,75123,0,0,8291
AZ,1980,120006,0,0,102171,0,0,17835
AZ,1981,92583,18,0,71114,0,0,21451
AZ,1982,94968,42,0,73334,0,0,21593
AZ,1983,175999,6,0,152355,0,0,23637
AZ,1984,188831,0,0,163692,0,0,25139
AZ,1985,171680,0,0,146123,0,0,25558
AZ,1986,175103,0,0,151060,0,0,24043
AZ,1987,123114,0,0,105592,0,0,17521
AZ,1988,98749,0,0,80385,0,0,18365
AZ,1989,101497,0,235,82171,3471,0,15620
AZ,1990,94753,0,236,77158,3619,0,13741
AZ,1991,88774,0,236,70292,3661,0,14585
AZ,1992,87528,0,237,68472,3725,0,15095
AZ,1993,86942,276,237,69040,3794,0,13594
AZ,1994,94235,723,236,75982,3836,0,13459
AZ,1995,106203,2272,237,85470,3844,0,14380
AZ,1996,114080,1916,237,95276,3861,0,12790
AZ,1997,143511,1904,238,123060,3792,0,14517
AZ,1998,128116,1468,238,111863,3713,0,10834
AZ,1999,116145,1269,286,99794,3573,0,11223
AZ,2000,102228,1452,286,85221,3344,0,11924
AZ,2001,92523,2010,287,78774,3086,0,8366
AZ,2002,88025,1146,294,75557,2877,0,8153
AZ,2003,84184,1105,235,71634,2759,0,8451
AZ,2004,82440,1063,255,69843,2671,0,8607
AZ,2005,92072,13738,283,64094,2574,0,11383
AZ,2006,95313,14541,287,67379,2660,0,10447
AZ,2007,97104,16186,302,65211,2747,0,11095
AZ,2008,111361,19498,366,71795,3108,0,13582
AZ,2009,95594,19452,329,62731,3437,288,6335
AZ,2010,100031,19807,339,64606,4481,1316,6333
AZ,2011,127975,19936,345,89135,7447,2483,5570
AZ,2012,114511,19370,345,63918,17920,5059,5746
AZ,2013,119024,20197,345,56432,31464,4291,6295
AZ,2014,137981,21652,345,58185,43533,4452,7515
AZ,2015,147409,24060,345,60906,48215,4213,6999
CA,1960,270161,0,359,187705,0,0,82098
CA,1961,248178,0,1001,163670,0,0,83506
CA,1962,329046,0,1061,241087,0,0,86898
CA,1963,360333,0,1760,265551,0,0,93022
CA,1964,331757,0,2132,231188,0,0,98436
CA,1965,418518,0,1978,319052,0,0,97488
CA,1966,375877,0,1958,273247,0,0,100673
CA,1967,473192,0,3300,368007,0,0,101885
CA,1968,397366,0,4532,282561,0,0,110274
CA,1969,544918,0,6422,422243,0,0,116253
CA,1970,521978,0,5511,399628,0,0,116839
CA,1971,533790,0,5739,408830,0,0,119221
CA,1972,472312,0,15079,329587,0,0,127646
CA,1973,553162,0,20422,402618,0,0,130122
CA,1974,645073,0,25610,484740,0,0,134723
CA,1975,578578,0,33780,417309,0,0,127489
CA,1976,422852,0,37513,240578,0,0,144760
CA,1977,338073,0,37382,148707,0,0,151984
CA,1978,576601,0,30851,385489,0,0,160261
CA,1979,559806,0,40262,351170,0,0,168373
CA,1980,591928,0,52699,423618,0,0,115610
CA,1981,503653,1421,59437,311124,0,0,131670
CA,1982,702806,3825,50627,525065,0,0,123289
CA,1983,811004,3876,63910,598435,0,16,144767
CA,1984,696738,3124,80195,450580,55,37,162747
CA,1985,594659,1486,96080,331348,111,28,165344
CA,1986,668070,1424,105701,433077,147,28,127418
CA,1987,524440,2135,110429,255937,109,38,155492
CA,1988,515854,4124,104372,242347,93,6,164612
CA,1989,742260,3701,143657,321318,19698,21685,231921
CA,1990,672951,3929,152147,247490,22029,28698,218424
CA,1991,658097,4940,155529,229144,23787,30416,214009
CA,1992,642465,548,154136,208571,23567,29619,225736
CA,1993,822378,1993,155587,417437,24603,30758,191699
CA,1994,635969,2809,142640,237398,25137,34942,192715
CA,1995,854511,8752,120057,495318,25334,31831,172906
CA,1996,824930,7381,129678,462729,25588,31836,167589
CA,1997,767360,7402,132211,419290,24968,32037,151226
CA,1998,838185,5585,133436,505243,24475,28122,141059
CA,1999,764491,4838,135325,416573,23899,33029,150581
CA,2000,741679,5511,127600,391043,23044,35887,158300
CA,2001,615205,7646,128077,263923,22924,36163,156150
CA,2002,684544,8972,135221,316794,22376,38684,162059
CA,2003,768603,49980,133310,368253,21809,39441,155300
CA,2004,768882,72184,133248,341956,22157,43128,155750
CA,2005,818762,78968,132375,396279,22027,42618,145608
CA,2006,896625,78024,129319,476582,23218,48433,138797
CA,2007,706216,81818,130592,270107,25641,55201,137807
CA,2008,678903,83097,129143,237755,29733,53063,140810
CA,2009,724125,81722,127461,272187,30996,56997,152041
CA,2010,826146,127087,124981,326152,35587,59303,149173
CA,2011,936628,123643,124092,413488,41150,75317,149114
CA,2012,803652,119760,121269,255384,53207,92821,151705
CA,2013,848019,123628,119556,226643,85073,122335,161858
CA,2014,853265,125787,117226,157213,156283,123559,163376
CA,2015,855828,129454,112878,128681,211763,113967,148328
CO,1960,16914,0,0,10436,0,0,6479
CO,1961,15464,0,0,8900,0,0,6563
CO,1962,17144,0,0,10724,0,0,6420
CO,1963,17410,0,0,10839,0,0,6571
CO,1964,17865,0,0,11049,0,0,6816
CO,1965,16369,0,0,9800,0,0,6569
CO,1966,17380,0,0,10398,0,0,6982
CO,1967,16908,0,0,9685,0,0,7223
CO,1968,17248,0,0,9814,0,0,7434
CO,1969,18181,0,0,10370,0,0,7811
CO,1970,21329,0,0,12965,0,0,8364
CO,1971,25526,0,0,16612,0,0,8914
CO,1972,22935,0,0,12903,0,0,10032
CO,1973,23623,0,0,13313,0,0,10310
CO,1974,24207,0,0,14774,0,0,9433
CO,1975,24728,0,0,15678,0,0,9050
CO,1976,23636,0,0,13360,0,0,10276
CO,1977,23658,0,0,11187,0,0,12471
CO,1978,29391,0,0,13918,0,0,15473
CO,1979,33170,0,0,16685,0,0,16485
CO,1980,28582,0,0,17834,0,0,10749
CO,1981,28752,0,0,14621,0,0,14120
CO,1982,32043,198,0,17249,0,0,14562
CO,1983,35857,456,0,19686,0,0,15650
CO,1984,39837,639,0,22648,0,0,16472
CO,1985,43210,1549,0,24629,0,0,16950
CO,1986,44294,531,0,23645,0,0,20031
CO,1987,32433,181,0,18947,0,0,13210
CO,1988,32649,427,0,18019,0,0,14108
CO,1989,30873,707,400,18280,142,0,11254
CO,1990,27106,797,405,14769,154,0,10907
CO,1991,32617,835,408,18725,167,0,12395
CO,1992,28988,1308,412,15504,181,0,11507
CO,1993,33636,2124,414,19709,188,0,11118
CO,1994,29288,2043,406,15928,208,0,10627
CO,1995,36531,3110,407,21977,217,0,10748
CO,1996,35801,5367,409,18823,227,0,10947
CO,1997,38515,5277,411,20751,230,0,11798
CO,1998,31402,5216,412,14908,233,0,10577
CO,1999,32395,4426,562,15978,231,0,11148
CO,2000,31999,5004,578,14836,221,0,11300
CO,2001,30469,6829,579,15445,212,503,6837
CO,2002,27040,6074,582,12299,205,1414,6380
CO,2003,28791,7043,538,12780,199,1489,6643
CO,2004,29092,6743,562,11966,193,2205,7338
CO,2005,35522,3801,605,14152,206,7762,8725
CO,2006,42139,3402,603,17767,232,8585,7925
CO,2007,50497,5798,621,17095,308,12765,8702
CO,2008,77269,7378,702,20096,807,31738,9702
CO,2009,78225,8421,697,18405,1130,30879,11824
CO,2010,79776,10384,721,15398,1771,33676,10669
CO,2011,105186,13197,741,20235,2801,50526,10735
CO,2012,106316,14178,759,14247,3828,56798,9984
CO,2013,121648,15215,759,11572,5205,68731,13374
CO,2014,130093,15217,759,16831,6043,70076,14271
CO,2015,127911,18541,759,15098,6269,69662,10906
CT,1960,17406,0,0,4564,0,0,12842
CT,1961,17076,0,0,3907,0,0,13169
CT,1962,15937,0,0,3112,0,0,12825
CT,1963,16253,0,0,2915,0,0,13339
CT,1964,16703,0,0,2817,0,0,13886
CT,1965,15500,0,0,1959,0,0,13541
CT,1966,16243,0,0,2631,0,0,13612
CT,1967,18072,0,0,4108,0,0,13964
CT,1968,18657,0,0,3727,0,0,14931
CT,1969,19701,0,0,4439,0,0,15262
CT,1970,19293,0,0,3456,0,0,15837
CT,1971,20206,0,0,4098,0,0,16109
CT,1972,22712,0,0,5584,0,0,17127
CT,1973,21870,0,0,4644,0,0,17225
CT,1974,22509,0,0,4470,0,0,18039
CT,1975,22237,0,0,5135,0,0,17102
CT,1976,23862,0,0,3976,0,0,19886
CT,1977,24105,0,0,4497,0,0,19608
CT,1978,26391,0,0,3723,0,0,22669
CT,1979,29359,0,0,4777,0,0,24583
CT,1980,43748,0,0,2659,0,0,41088
CT,1981,42958,91,0,2717,0,0,40150
CT,1982,41481,37,0,3877,0,0,37567
CT,1983,48199,12,0,3977,0,0,44210
CT,1984,41112,42,0,3941,0,0,37129
CT,1985,40389,107,0,2760,0,0,37522
CT,1986,35551,40,0,3899,0,0,31612
CT,1987,30809,0,0,3578,0,0,27231
CT,1988,34409,0,0,3411,0,0,30997
CT,1989,36042,0,0,4607,64,0,31371
CT,1990,34712,0,0,5936,66,0,28711
CT,1991,35008,112,0,4522,71,0,30303
CT,1992,39390,464,0,4382,74,0,34470
CT,1993,39678,567,0,4275,78,0,34758
CT,1994,40824,381,0,4964,134,0,35346
CT,1995,46227,83,0,3752,152,0,42241
CT,1996,56334,279,0,6472,187,0,49396
CT,1997,51004,295,0,4562,199,0,45948
CT,1998,49471,283,0,4571,231,0,44385
CT,1999,49593,303,5,4315,264,0,44706
CT,2000,50913,335,5,5369,260,0,44944
CT,2001,29915,102,5,2959,303,0,26546
CT,2002,28606,292,5,3409,365,0,24535
CT,2003,32968,1738,7,5715,402,0,25105
CT,2004,42955,12766,7,4634,454,0,25094
CT,2005,29137,3409,8,4782,556,0,20382
CT,2006,35589,9959,9,5395,654,0,19571
CT,2007,36035,12151,11,3590,772,0,19510
CT,2008,36339,10093,14,5481,923,0,19828
CT,2009,41547,12125,17,4973,1053,0,23378
CT,2010,40673,13118,20,3811,1125,0,22598
CT,2011,40667,12436,19,5513,1176,0,21522
CT,2012,37073,11955,21,2970,1283,0,20845
CT,2013,39614,12197,21,3835,1606,0,21956
CT,2014,42495,12218,21,4127,2230,0,23899
CT,2015,40738,12721,21,2819,2948,0,22230
DC,1960,155,0,0,32,0,0,123
DC,1961,163,0,0,58,0,0,105
DC,1962,166,0,0,61,0,0,105
DC,1963,148,0,0,43,0,0,105
DC,1964,138,0,0,50,0,0,88
DC,1965,120,0,0,32,0,0,88
DC,1966,111,0,0,23,0,0,88
DC,1967,112,0,0,24,0,0,88
DC,1968,120,0,0,15,0,0,105
DC,1969,108,0,0,3,0,0,105
DC,1970,113,0,0,8,0,0,105
DC,1971,116,0,0,11,0,0,105
DC,1972,118,0,0,13,0,0,105
DC,1973,114,0,0,8,0,0,105
DC,1974,129,0,0,6,0,0,123
DC,1975,131,0,0,8,0,0,123
DC,1976,146,0,0,5,0,0,140
DC,1977,158,0,0,0,0,0,158
DC,1978,193,0,0,0,0,0,193
DC,1979,210,0,0,0,0,0,210
DC,1980,2849,0,0,0,0,0,2849
DC,1981,2312,0,0,0,0,0,2311
DC,1982,3654,0,0,0,0,0,3654
DC,1983,2564,0,0,0,0,0,2563
DC,1984,3226,1,0,0,0,0,3226
DC,1985,3327,0,0,0,0,0,3327
DC,1986,3049,2,0,0,0,0,3047
DC,1987,2229,3,0,0,0,0,2226
DC,1988,2382,4,0,0,0,0,2378
DC,1989,2515,3,0,0,1,0,2511
DC,1990,1283,0,0,0,1,0,1282
DC,1991,1347,3,0,0,1,0,1344
DC,1992,1412,0,0,0,1,0,1411
DC,1993,1946,0,0,0,1,0,1945
DC,1994,1849,0,0,0,1,0,1848
DC,1995,1851,0,0,0,1,0,1850
DC,1996,1922,0,0,0,1,0,1921
DC,1997,1378,0,0,0,1,0,1377
DC,1998,1222,0,0,0,2,0,1220
DC,1999,1259,0,0,0,2,0,1257
DC,2000,1354,0,0,0,2,0,1352
DC,2001,866,0,0,0,3,0,863
DC,2002,880,0,0,0,3,0,878
DC,2003,925,0,0,0,3,0,922
DC,2004,943,0,0,0,4,0,939
DC,2005,262,215,0,0,5,0,42
DC,2006,615,564,0,0,14,0,37
DC,2007,736,681,0,0,14,0,41
DC,2008,559,495,0,0,19,0,45
DC,2009,614,566,0,0,21,0,27
DC,2010,1109,1003,6,0,76,0,24
DC,2011,1281,1004,59,0,193,0,25
DC,2012,1071,796,22,0,230,0,23
DC,2013,1131,824,22,0,254,0,31
DC,2014,1275,930,22,0,292,0,31
DC,2015,1805,956,22,0,304,0,523
DE,1960,4982,0,0,0,0,0,4982
DE,1961,5101,0,0,0,0,0,5101
DE,1962,5134,0,0,0,0,0,5134
DE,1963,5356,0,0,0,0,0,5356
DE,1964,5510,0,0,0,0,0,5510
DE,1965,5577,0,0,0,0,0,5577
DE,1966,5852,0,0,0,0,0,5852
DE,1967,5783,0,0,0,0,0,5783
DE,1968,6594,0,0,3,0,0,6591
DE,1969,7073,0,0,0,0,0,7073
DE,1970,7021,0,0,0,0,0,7021
DE,1971,7673,0,0,0,0,0,7673
DE,1972,8190,0,0,0,0,0,8190
DE,1973,8483,0,0,0,0,0,8483
DE,1974,8466,0,0,0,0,0,8466
DE,1975,7901,0,0,0,0,0,7901
DE,1976,9607,0,0,0,0,0,9607
DE,1977,10161,0,0,0,0,0,10161
DE,1978,10667,0,0,0,0,0,10667
DE,1979,8729,0,0,0,0,0,8729
DE,1980,2472,0,0,0,0,0,2472
DE,1981,2006,0,0,0,0,0,2006
DE,1982,3170,0,0,0,0,0,3170
DE,1983,2224,0,0,0,0,0,2224
DE,1984,2927,0,0,0,0,0,2927
DE,1985,3019,0,0,0,0,0,3019
DE,1986,2765,0,0,0,0,0,2765
DE,1987,2162,0,0,0,0,0,2162
DE,1988,2310,0,0,0,0,0,2310
DE,1989,2516,0,50,0,28,0,2438
DE,1990,1653,0,55,0,29,0,1569
DE,1991,1733,0,60,0,29,0,1645
DE,1992,1783,0,64,0,29,0,1691
DE,1993,2492,0,68,0,29,0,2395
DE,1994,2422,0,63,0,29,0,2330
DE,1995,2476,0,67,0,28,0,2381
DE,1996,2642,0,71,0,27,0,2543
DE,1997,2203,0,76,0,26,0,2101
DE,1998,1936,0,79,0,24,0,1833
DE,1999,2001,0,89,0,23,0,1889
DE,2000,2290,0,89,0,20,0,2181
DE,2001,1324,0,100,0,17,0,1207
DE,2002,1314,0,109,0,15,0,1190
DE,2003,1401,0,142,0,13,0,1246
DE,2004,1435,0,154,0,11,0,1270
DE,2005,1882,927,176,0,11,0,767
DE,2006,3607,2737,204,0,21,0,646
DE,2007,4957,3426,247,0,43,0,1240
DE,2008,5774,2823,294,0,49,0,2607
DE,2009,6623,3048,367,0,83,0,3125
DE,2010,7462,3898,414,0,122,25,3003
DE,2011,7601,3642,401,0,371,47,3139
DE,2012,7030,3519,430,0,593,35,2453
DE,2013,7452,3648,430,0,1003,43,2329
DE,2014,7930,3689,430,0,1188,48,2575
DE,2015,7847,4026,430,0,1230,48,2113
FL,1960,35680,0,0,2990,0,0,32690
FL,1961,34417,0,0,2806,0,0,31611
FL,1962,35826,0,0,2505,0,0,33321
FL,1963,38613,0,0,2775,0,0,35838
FL,1964,39016,0,0,3033,0,0,35983
FL,1965,39916,0,0,3118,0,0,36798
FL,1966,42760,0,0,3022,0,0,39739
FL,1967,44550,0,0,2984,0,0,41567
FL,1968,49556,0,0,2511,0,0,47044
FL,1969,51489,0,0,2862,0,0,48627
FL,1970,51035,0,0,3061,0,0,47974
FL,1971,49968,0,0,2651,0,0,47318
FL,1972,54389,0,0,2472,0,0,51917
FL,1973,56250,0,0,2431,0,0,53820
FL,1974,52429,0,0,2625,0,0,49804
FL,1975,50007,0,0,2438,0,0,47568
FL,1976,56507,0,0,2688,0,0,53819
FL,1977,59953,0,0,2537,0,0,57416
FL,1978,65357,0,0,2363,0,0,62995
FL,1979,69419,0,0,2493,0,0,66926
FL,1980,90049,0,0,2229,0,0,87819
FL,1981,83698,580,0,1881,0,0,81237
FL,1982,105523,849,0,2728,0,0,101945
FL,1983,94585,2880,0,2314,0,0,89391
FL,1984,112695,3955,0,2221,0,0,106519
FL,1985,114488,3790,0,2549,0,0,108150
FL,1986,118872,2516,0,2218,0,0,114138
FL,1987,108785,1179,0,2260,0,0,105346
FL,1988,114445,643,0,2161,0,0,111641
FL,1989,233039,779,1158,2437,24119,0,204545
FL,1990,199621,635,1288,1816,25584,0,170298
FL,1991,213746,791,1400,2745,26362,0,182447
FL,1992,231574,795,1513,2437,27532,0,199297
FL,1993,217481,453,1611,2173,28530,0,184714
FL,1994,215930,367,1521,2831,29387,0,181822
FL,1995,220410,199,1648,2380,29925,0,186258
FL,1996,240413,70,1806,2229,30259,0,206049
FL,1997,231427,119,1948,2464,29982,0,196914
FL,1998,205607,122,2130,2024,29626,0,171706
FL,1999,204197,83,2157,1433,28969,0,171555
FL,2000,195106,154,2157,885,27909,0,164002
FL,2001,158128,90,2444,1526,26770,0,127298
FL,2002,174364,37,2663,1873,25656,0,144135
FL,2003,188473,0,3507,2660,24706,0,157601
FL,2004,179466,4,3849,2657,23957,0,148999
FL,2005,187576,4401,4434,2661,22915,0,153165
FL,2006,191829,6265,5034,2018,22985,0,155527
FL,2007,199580,9091,5908,1527,23160,0,159894
FL,2008,242286,47055,6889,2031,23614,0,162697
FL,2009,272640,58997,8444,2032,23269,0,179897
FL,2010,282668,59150,9516,1731,24632,0,187639
FL,2011,282980,60024,9799,1769,25856,0,185533
FL,2012,283558,63538,10056,1432,27424,0,181108
FL,2013,294877,65211,10056,2425,28434,0,188750
FL,2014,291583,64720,10056,2010,29488,0,185309
FL,2015,300790,66598,10056,2277,30019,0,191841
GA,1960,96016,0,0,24810,0,0,71206
GA,1961,94590,0,0,24375,0,0,70216
GA,1962,96771,0,0,27042,0,0,69729
GA,1963,103171,0,0,30763,0,0,72407
GA,1964,118296,0,0,45088,0,0,73208
GA,1965,108022,0,0,33808,0,0,74215
GA,1966,109456,0,0,34792,0,0,74664
GA,1967,109475,0,0,38645,0,0,70831
GA,1968,106371,0,0,32734,0,0,73637
GA,1969,105812,0,0,32557,0,0,73255
GA,1970,98222,0,0,26430,0,0,71792
GA,1971,109007,0,0,34600,0,0,74407
GA,1972,114745,0,0,35141,0,0,79604
GA,1973,125605,0,0,43968,0,0,81637
GA,1974,121581,0,0,38153,0,0,83428
GA,1975,123427,0,0,45103,0,0,78324
GA,1976,135157,0,0,45969,0,0,89188
GA,1977,136122,0,0,42073,0,0,94049
GA,1978,138170,0,0,38910,0,0,99260
GA,1979,149144,0,0,45870,0,0,103274
GA,1980,144038,0,0,45942,0,0,98096
GA,1981,122747,37,0,24339,0,0,98371
GA,1982,143871,1,0,38173,0,0,105697
GA,1983,151110,1,0,43337,0,0,107771
GA,1984,159451,0,0,43193,0,0,116258
GA,1985,146207,0,0,29522,0,0,116686
GA,1986,141713,0,0,22471,0,0,119242
GA,1987,146038,0,0,33084,0,0,112954
GA,1988,138748,53,0,21322,0,0,117373
GA,1989,218604,303,37,40621,102,0,177542
GA,1990,236225,726,40,47736,105,0,187618
GA,1991,227699,786,43,44166,114,0,182590
