StateCode,Year,RETCB(TOAL),EMTCB(ETHONAL),GETCB(GEOTHERMAL),HYTCB(HYDRO),SOTCB(SOLAR),WYTCB(WIND),WWTCB(WOODWASTE)
RI,1991,4585,0,0,104,42,0,4439
RI,1992,4840,0,0,103,44,0,4693
RI,1993,5181,0,0,97,43,0,5041
RI,1994,5066,0,0,96,43,0,4926
RI,1995,5079,0,0,95,43,0,4942
RI,1996,5562,0,0,107,42,0,5413
RI,1997,4347,0,0,77,40,0,4230
RI,1998,4197,0,0,88,38,0,4070
RI,1999,4403,0,5,62,36,0,4300
RI,2000,4520,0,5,50,33,0,4432
RI,2001,3898,0,5,32,30,0,3831
RI,2002,3735,35,5,37,27,0,3630
RI,2003,3826,39,7,61,25,0,3695
RI,2004,4533,687,7,55,22,0,3762
RI,2005,1914,1035,8,67,26,0,778
RI,2006,5405,2775,9,59,54,0,2507
RI,2007,6364,3584,11,43,58,0,2668
RI,2008,6278,3332,14,49,64,0,2819
RI,2009,7387,3844,17,46,63,0,3417
RI,2010,6840,3444,20,36,63,30,3247
RI,2011,6594,3161,127,72,101,28,3104
RI,2012,5868,2999,57,41,149,13,2609
RI,2013,5745,3079,57,42,163,25,2379
RI,2014,7546,3164,57,38,240,94,3953
RI,2015,7363,3265,57,29,297,94,3621
SC,1960,81969,0,0,38849,0,0,43120
SC,1961,76284,0,0,34488,0,0,41795
SC,1962,73455,0,0,32377,0,0,41078
SC,1963,69832,0,0,28027,0,0,41805
SC,1964,87558,0,0,45563,0,0,41995
SC,1965,77346,0,0,36758,0,0,40588
SC,1966,67699,0,0,27188,0,0,40510
SC,1967,66176,0,0,27688,0,0,38488
SC,1968,69381,0,0,28098,0,0,41283
SC,1969,73251,0,0,32273,0,0,40978
SC,1970,65064,0,0,24064,0,0,41000
SC,1971,78568,0,0,36515,0,0,42053
SC,1972,77077,0,0,34744,0,0,42334
SC,1973,83883,0,0,40597,0,0,43286
SC,1974,79895,0,0,36082,0,0,43813
SC,1975,87805,0,0,45926,0,0,41879
SC,1976,83353,0,0,35418,0,0,47935
SC,1977,80884,0,0,31831,0,0,49054
SC,1978,83872,0,0,33227,0,0,50645
SC,1979,91528,0,0,40983,0,0,50545
SC,1980,71184,0,0,31421,0,0,39763
SC,1981,52308,140,0,13136,0,0,39032
SC,1982,69636,492,0,25396,0,0,43748
SC,1983,75407,8,0,32589,0,0,42810
SC,1984,80276,1,0,33169,0,0,47106
SC,1985,66598,5,0,19169,0,0,47424
SC,1986,89899,117,0,13223,0,0,76559
SC,1987,95973,318,0,23016,0,0,72639
SC,1988,83299,863,0,7017,0,0,75419
SC,1989,97884,827,74,21296,14,0,75673
SC,1990,106617,512,82,34306,15,0,71702
SC,1991,107666,1,89,32470,15,0,75092
SC,1992,110649,0,96,34237,16,0,76301
SC,1993,110225,0,102,30413,16,0,79694
SC,1994,114631,0,94,31309,16,0,83212
SC,1995,124701,0,101,35650,16,0,88934
SC,1996,131794,0,106,31445,16,0,100228
SC,1997,131983,0,114,30212,23,0,101635
SC,1998,129956,0,118,36397,24,0,93417
SC,1999,96967,0,134,17255,24,0,79554
SC,2000,92462,0,134,15643,23,0,76662
SC,2001,70574,0,150,12663,22,0,57739
SC,2002,80639,0,164,14138,22,0,66314
SC,2003,103796,0,213,37112,21,0,66449
SC,2004,97431,0,232,24508,20,0,72671
SC,2005,105431,1226,265,29379,19,0,74542
SC,2006,100415,1804,307,17923,19,0,80361
SC,2007,97693,2696,372,15379,24,0,79223
SC,2008,106692,14684,444,11067,31,0,80466
SC,2009,121740,18746,554,22760,35,0,79646
SC,2010,125562,18986,624,23185,38,0,82730
SC,2011,127384,19129,605,15100,47,0,92502
SC,2012,131307,20599,648,13515,52,0,96492
SC,2013,144793,21109,648,30152,58,0,92825
SC,2014,147481,20603,648,24432,117,0,101680
SC,2015,141614,21337,648,23897,140,0,95592
SD,1960,13974,0,0,12437,0,0,1537
SD,1961,13609,0,0,12160,0,0,1449
SD,1962,17252,0,0,15855,0,0,1396
SD,1963,31784,0,0,30493,0,0,1291
SD,1964,33645,0,0,32372,0,0,1273
SD,1965,41595,0,0,40479,0,0,1117
SD,1966,51565,0,0,50500,0,0,1064
SD,1967,52576,0,0,51427,0,0,1150
SD,1968,59858,0,0,58692,0,0,1166
SD,1969,67419,0,0,66340,0,0,1079
SD,1970,70185,0,0,69037,0,0,1147
SD,1971,82558,0,0,81497,0,0,1061
SD,1972,78339,0,0,77141,0,0,1198
SD,1973,51534,0,0,50250,0,0,1284
SD,1974,60394,0,0,59110,0,0,1285
SD,1975,83960,0,0,82484,0,0,1475
SD,1976,74830,0,0,73146,0,0,1684
SD,1977,57133,0,0,55241,0,0,1892
SD,1978,72806,0,0,70777,0,0,2029
SD,1979,67819,0,0,65839,0,0,1980
SD,1980,63775,0,0,60436,0,0,3339
SD,1981,58639,65,0,55461,0,0,3113
SD,1982,60381,114,0,56725,0,0,3543
SD,1983,61830,258,0,58133,0,0,3439
SD,1984,64092,321,0,59734,0,0,4037
SD,1985,60186,342,0,55711,0,0,4134
SD,1986,64483,478,0,59917,0,0,4088
SD,1987,60201,500,0,56119,0,0,3583
SD,1988,59354,490,0,54573,0,0,3789
SD,1989,52289,567,130,47805,0,0,3289
SD,1990,44283,491,154,40926,0,0,2219
SD,1991,44067,1128,175,39950,0,0,2324
SD,1992,41909,1469,197,37355,0,0,2402
SD,1993,31197,1633,216,26712,0,0,2112
SD,1994,57892,1873,233,52908,0,0,2057
SD,1995,66895,1756,248,61974,0,0,2102
SD,1996,87018,1238,291,82489,0,0,2191
SD,1997,96328,1385,311,92042,0,0,1855
SD,1998,63218,1589,386,58710,0,0,1628
SD,1999,73106,1766,437,68282,0,0,1677
SD,2000,63439,1925,442,58304,0,0,1765
SD,2001,41075,1810,479,35461,0,9,1804
SD,2002,52262,2050,511,44290,3,61,1677
SD,2003,57209,2030,637,43298,3,448,1755
SD,2004,60226,1918,706,36033,3,1579,1794
SD,2005,61421,2334,813,30743,3,1581,1547
SD,2006,71272,2189,867,33693,4,1478,1408
SD,2007,69247,2869,933,28834,4,1483,1535
SD,2008,81740,3307,1456,29494,4,1430,1690
SD,2009,105826,3394,1576,43261,5,4109,2149
SD,2010,130156,3884,1716,51110,5,13383,1890
SD,2011,154569,3667,1962,64205,5,25925,2309
SD,2012,140039,3767,1868,56915,6,22399,2136
SD,2013,127793,3794,1868,38761,6,25643,2720
SD,2014,138907,3882,1868,52288,9,22218,2740
SD,2015,132530,4035,1868,45202,10,23274,2258
TN,1960,138708,0,0,93352,0,0,45355
TN,1961,136653,0,0,93175,0,0,43478
TN,1962,145125,0,0,101734,0,0,43391
TN,1963,127030,0,0,80947,0,0,46082
TN,1964,141564,0,0,95169,0,0,46394
TN,1965,138006,0,0,91464,0,0,46541
TN,1966,128629,0,0,79494,0,0,49135
TN,1967,147297,0,0,100437,0,0,46860
TN,1968,132020,0,0,80288,0,0,51733
TN,1969,131914,0,0,78115,0,0,53800
TN,1970,138417,0,0,84656,0,0,53761
TN,1971,153090,0,0,98699,0,0,54391
TN,1972,173103,0,0,115536,0,0,57566
TN,1973,177886,0,0,118976,0,0,58909
TN,1974,180418,0,0,122871,0,0,57547
TN,1975,177299,0,0,122852,0,0,54447
TN,1976,160069,0,0,98277,0,0,61792
TN,1977,176225,0,0,108482,0,0,67744
TN,1978,163042,0,0,91006,0,0,72036
TN,1979,207250,0,0,127403,0,0,79846
TN,1980,160372,0,0,91045,0,0,69326
TN,1981,136647,0,0,61827,0,0,74820
TN,1982,184144,0,0,102125,0,0,81798
TN,1983,189453,976,0,104700,0,0,82127
TN,1984,203068,2054,0,106288,0,0,92398
TN,1985,166411,2379,0,68316,0,0,93230
TN,1986,156473,2971,0,55630,0,0,95256
TN,1987,176511,4429,0,78827,0,0,90408
TN,1988,150409,4891,0,47402,0,0,95273
TN,1989,205997,3743,24,123649,58,0,75856
TN,1990,165010,2020,26,104180,60,0,56499
TN,1991,178555,1476,29,113470,60,0,60931
TN,1992,168952,1790,31,103534,61,0,61243
TN,1993,152077,2057,33,92309,61,0,55133
TN,1994,186064,2917,30,124080,61,0,56614
TN,1995,163369,1243,32,99290,61,0,60440
TN,1996,175612,23,34,118569,61,0,55966
TN,1997,161831,24,37,112731,61,0,47262
TN,1998,158854,28,38,110189,61,0,46492
TN,1999,131837,0,43,79783,58,0,50029
TN,2000,120501,0,43,65248,53,0,52818
TN,2001,138830,0,50,71778,49,0,64355
TN,2002,148357,0,54,81116,44,41,63522
TN,2003,184191,0,70,121537,39,40,58291
TN,2004,179815,0,76,104248,34,38,71581
TN,2005,173787,11875,87,93086,29,33,65041
TN,2006,150842,12536,101,76859,34,542,57156
TN,2007,125738,16035,123,48823,36,494,56421
TN,2008,149000,21873,146,55636,36,494,66232
TN,2009,191335,26372,182,99669,34,505,55166
TN,2010,171558,23852,205,79392,48,396,57411
TN,2011,184853,24648,199,93037,54,516,54110
TN,2012,176263,25881,213,78942,171,452,58864
TN,2013,218611,26955,213,118721,713,446,59335
TN,2014,187954,26886,213,84645,856,486,62452
TN,2015,188695,25283,213,89288,1293,427,60172
TX,1960,50155,0,0,11859,0,0,38296
TX,1961,52023,0,0,13143,0,0,38880
TX,1962,47721,0,0,8446,0,0,39275
TX,1963,42718,0,0,5009,0,0,37709
TX,1964,43884,0,0,4748,0,0,39136
TX,1965,48967,0,0,7771,0,0,41196
TX,1966,51980,0,0,8195,0,0,43785
TX,1967,49944,0,0,6043,0,0,43901
TX,1968,62939,0,0,13790,0,0,49149
TX,1969,64351,0,0,13279,0,0,51073
TX,1970,62757,0,0,10550,0,0,52207
TX,1971,60471,0,0,9220,0,0,51251
TX,1972,67560,0,0,8615,0,0,58945
TX,1973,78102,0,0,17663,0,0,60439
TX,1974,76691,0,0,17035,0,0,59656
TX,1975,75872,0,0,20052,0,0,55820
TX,1976,75965,0,0,11080,0,0,64884
TX,1977,82566,0,0,12199,0,0,70366
TX,1978,84175,0,0,7923,0,0,76252
TX,1979,89721,0,0,12448,0,0,77273
TX,1980,65819,0,0,10171,0,0,55648
TX,1981,70516,0,0,11972,0,0,58540
TX,1982,80753,314,0,10738,0,0,69690
TX,1983,78066,2274,0,11648,0,0,64123
TX,1984,88645,1610,0,10767,0,0,76243
TX,1985,96300,2800,0,14636,0,0,78838
TX,1986,113054,2728,0,20603,0,0,89695
TX,1987,120707,3840,0,22482,0,0,94355
TX,1988,111778,2880,0,12751,0,0,96117
TX,1989,127595,2171,198,15034,352,0,109811
TX,1990,117290,2026,236,18657,374,0,95973
TX,1991,122315,2020,272,23216,418,0,96362
TX,1992,136103,2283,307,27284,424,0,105781
TX,1993,117748,519,339,18416,435,0,98038
TX,1994,115384,1288,341,15788,464,0,97504
TX,1995,122104,4215,370,17565,478,0,99476
TX,1996,112104,1569,417,9925,496,854,98843
TX,1997,126373,3707,451,18289,494,828,102604
TX,1998,115562,5491,516,14529,555,816,93655
TX,1999,98724,4730,562,11455,569,3272,78136
TX,2000,101490,5419,562,8456,547,5020,81486
TX,2001,102020,5485,639,12403,541,12271,70681
TX,2002,123417,2390,694,11429,535,27021,81349
TX,2003,117402,1946,914,9077,531,26020,78914
TX,2004,123118,2306,1007,13027,517,31427,74834
TX,2005,138907,1391,1161,13324,501,42368,80163
TX,2006,189801,37570,1296,6566,505,66165,77699
TX,2007,245404,53641,1486,16254,517,89019,84487
TX,2008,346665,63786,1699,10243,549,159881,100010
TX,2009,348268,66734,2057,10040,619,195455,64157
TX,2010,451422,85854,2316,12310,847,256109,79672
TX,2011,511488,101927,2488,5471,1263,296805,86226
TX,2012,517187,95540,2478,5562,2402,306550,86477
TX,2013,550470,95403,2478,4580,3231,342270,91366
TX,2014,605619,106011,2478,3670,4810,380449,91232
TX,2015,651254,109140,2478,8913,6395,417802,86799
UT,1960,5494,0,0,3275,0,0,2219
UT,1961,4591,0,0,2459,0,0,2132
UT,1962,6192,0,0,4148,0,0,2044
UT,1963,5699,0,0,3691,0,0,2008
UT,1964,10151,0,0,8003,0,0,2148
UT,1965,11501,0,0,9545,0,0,1956
UT,1966,10173,0,0,8235,0,0,1938
UT,1967,13266,0,0,11206,0,0,2060
UT,1968,12791,0,0,10575,0,0,2216
UT,1969,13957,0,0,11673,0,0,2284
UT,1970,10079,0,0,7776,0,0,2303
UT,1971,12615,0,0,10312,0,0,2303
UT,1972,15234,0,0,12691,0,0,2543
UT,1973,14683,0,0,11537,0,0,3145
UT,1974,12440,0,0,9828,0,0,2612
UT,1975,14074,0,0,11181,0,0,2893
UT,1976,14974,0,0,11717,0,0,3257
UT,1977,11709,0,0,7898,0,0,3811
UT,1978,12093,0,0,7601,0,0,4492
UT,1979,13634,0,0,8303,0,0,5332
UT,1980,13025,0,0,8533,0,0,4492
UT,1981,12388,0,0,6512,0,0,5875
UT,1982,16761,4,0,10710,0,0,6047
UT,1983,21168,0,0,14663,0,0,6505
UT,1984,21829,205,400,14519,0,0,6705
UT,1985,18721,41,1144,10646,0,0,6890
UT,1986,23017,18,1793,14756,0,0,6451
UT,1987,14264,2,1707,8919,0,0,3635
UT,1988,11781,3,1799,6123,0,0,3856
UT,1989,11680,5,2238,5859,34,0,3544
UT,1990,10778,4,2004,5289,40,0,3441
UT,1991,12555,2,2365,6543,40,0,3605
UT,1992,12402,23,2347,6230,40,0,3762
UT,1993,14642,67,1942,8866,40,0,3727
UT,1994,13808,0,2463,7742,51,0,3552
UT,1995,15540,0,1920,9990,51,0,3580
UT,1996,17235,75,2463,10846,53,0,3797
UT,1997,20402,0,2226,13728,51,0,4397
UT,1998,20533,1030,2159,13406,49,0,3888
UT,1999,21236,876,2113,12835,47,0,5366
UT,2000,16401,996,2088,7611,44,0,5662
UT,2001,12126,1310,2165,5253,41,0,3356
UT,2002,11227,347,2815,4657,39,0,3369
UT,2003,10518,266,2539,4266,39,0,3407
UT,2004,10710,129,2534,4506,37,0,3504
UT,2005,15754,2147,2503,7844,35,0,3225
UT,2006,15010,1807,2562,7407,36,0,3197
UT,2007,14154,3122,2325,5325,40,0,3340
UT,2008,17728,3775,3294,6583,45,236,3795
UT,2009,20295,4345,3490,8152,58,1557,2694
UT,2010,22394,5029,3449,6785,80,4368,2683
UT,2011,30864,6695,4027,11952,111,5565,2514
UT,2012,27566,7112,3993,7116,199,6698,2448
UT,2013,24684,7701,3851,4818,283,5150,2881
UT,2014,29171,7676,5769,6018,433,6276,3000
UT,2015,30521,9131,4811,7164,980,5833,2602
VA,1960,69706,0,0,13634,0,0,56072
VA,1961,66456,0,0,12602,0,0,53854
VA,1962,67678,0,0,13334,0,0,54344
VA,1963,64267,0,0,9174,0,0,55094
VA,1964,63580,0,0,8987,0,0,54594
VA,1965,63439,0,0,9234,0,0,54205
VA,1966,64055,0,0,7953,0,0,56102
VA,1967,61774,0,0,8410,0,0,53364
VA,1968,63863,0,0,8157,0,0,55705
VA,1969,64159,0,0,7369,0,0,56790
VA,1970,62711,0,0,7254,0,0,55458
VA,1971,66364,0,0,11771,0,0,54593
VA,1972,70488,0,0,14609,0,0,55879
VA,1973,69214,0,0,13694,0,0,55520
VA,1974,66085,0,0,11328,0,0,54757
VA,1975,66861,0,0,13637,0,0,53223
VA,1976,76045,0,0,9208,0,0,66836
VA,1977,73803,0,0,7448,0,0,66356
VA,1978,86397,0,0,13328,0,0,73069
VA,1979,95181,0,0,15977,0,0,79204
VA,1980,85571,0,0,9264,0,0,76307
VA,1981,79270,19,0,3813,0,0,75404
VA,1982,93614,254,0,9830,0,0,83417
VA,1983,95982,373,0,12725,0,0,82674
VA,1984,103631,1023,0,12337,0,0,90020
VA,1985,101913,2281,0,8833,0,0,90532
VA,1986,86471,3191,0,781,0,0,82218
VA,1987,88065,2621,0,8692,0,0,76446
VA,1988,80435,2379,0,-1970,1,0,79720
VA,1989,98719,2524,96,4421,121,0,91271
VA,1990,105874,1320,125,13621,127,0,90442
VA,1991,107612,1266,152,11271,127,0,94517
VA,1992,110879,952,179,11273,128,0,98100
VA,1993,119114,179,205,13539,128,0,104802
VA,1994,123271,960,216,11823,131,0,109892
VA,1995,126209,3,239,10261,134,0,115362
VA,1996,139571,3310,279,14771,136,0,121001
VA,1997,125994,2557,305,10420,138,0,112462
VA,1998,126110,3191,364,13086,138,0,109221
VA,1999,122830,2730,384,6971,137,0,112524
VA,2000,117047,3090,384,7263,136,0,106096
VA,2001,95655,2909,442,10480,146,0,81614
VA,2002,82127,5133,481,8832,178,0,67446
VA,2003,110928,6768,643,18038,191,0,85255
VA,2004,117945,7131,715,15856,209,0,94033
VA,2005,132402,5583,830,14842,268,0,110879
VA,2006,133170,14389,917,13402,330,0,104132
VA,2007,135561,18782,1031,12338,397,0,103014
VA,2008,140671,23282,1163,9962,454,0,105810
VA,2009,144680,29825,1392,14431,467,0,98564
VA,2010,136217,33012,1569,14636,507,0,86494
VA,2011,130212,30765,1764,11760,543,0,85380
VA,2012,130522,31711,1701,9933,624,0,86554
VA,2013,146458,32142,1701,11961,657,0,99996
VA,2014,162120,32793,1701,9084,723,0,115492
VA,2015,163343,32712,1701,10795,801,0,114730
VT,1960,17339,0,0,9396,0,0,7943
VT,1961,15369,0,0,8219,0,0,7149
VT,1962,15682,0,0,8431,0,0,7251
VT,1963,13995,0,0,7229,0,0,6766
VT,1964,13500,0,0,6944,0,0,6556
VT,1965,14396,0,0,7464,0,0,6932
VT,1966,15557,0,0,8750,0,0,6807
VT,1967,15167,0,0,8498,0,0,6669
VT,1968,15086,0,0,8214,0,0,6872
VT,1969,16109,0,0,9447,0,0,6662
VT,1970,14717,0,0,8244,0,0,6472
VT,1971,14594,0,0,7778,0,0,6815
VT,1972,15955,0,0,9774,0,0,6181
VT,1973,17149,0,0,11005,0,0,6143
VT,1974,16134,0,0,10352,0,0,5782
VT,1975,16361,0,0,9761,0,0,6600
VT,1976,19325,0,0,11302,0,0,8023
VT,1977,19373,0,0,10001,0,0,9372
VT,1978,20504,0,0,9055,0,0,11450
VT,1979,22340,0,0,9624,0,0,12716
VT,1980,22881,0,0,8449,0,0,14432
VT,1981,24825,0,0,10482,0,0,14343
VT,1982,22667,0,0,8849,0,0,13818
VT,1983,26554,0,0,10583,0,0,15971
VT,1984,26036,0,0,9904,0,0,16132
VT,1985,26890,0,0,9635,0,0,17254
VT,1986,23871,0,0,10910,0,0,12962
VT,1987,23132,0,0,10367,0,0,12765
VT,1988,21704,0,0,9074,0,0,12630
VT,1989,20018,0,0,10927,6,0,9085
VT,1990,19484,0,0,14199,6,0,5278
VT,1991,17310,0,0,10986,7,0,6317
VT,1992,16014,0,0,9530,7,0,6477
VT,1993,18238,0,0,10116,8,0,8114
VT,1994,19068,0,0,10715,13,0,8340
VT,1995,19167,0,0,10030,17,0,9119
VT,1996,21867,0,0,12733,20,0,9114
VT,1997,19949,0,0,10902,23,0,9024
VT,1998,20290,0,0,12176,24,0,8090
VT,1999,20800,0,5,12227,28,139,8400
VT,2000,21389,0,5,12456,29,125,8773
VT,2001,17341,0,6,9137,30,125,8043
VT,2002,22714,0,6,11342,32,106,11228
VT,2003,24054,0,8,11685,35,110,12217
VT,2004,22040,0,8,11892,38,114,9988
VT,2005,24490,166,10,12107,43,115,12050
VT,2006,27830,235,11,15064,51,106,12363
VT,2007,18993,340,14,6391,60,104,12084
VT,2008,28797,1767,20,14711,84,101,12114
VT,2009,34164,2592,25,14502,97,113,16836
VT,2010,32451,2369,28,13140,107,136,16671
VT,2011,31557,2380,27,13843,170,322,14814
VT,2012,28351,2463,29,10956,279,1017,13607
VT,2013,35807,2511,29,12269,463,2252,18283
VT,2014,35282,2435,29,11177,626,2961,18054
VT,2015,32860,2369,29,10619,1044,3032,15767
WA,1960,428129,0,0,369596,0,0,58533
WA,1961,455762,0,0,397880,0,0,57882
WA,1962,476680,0,0,417596,0,0,59084
WA,1963,514264,0,0,451952,0,0,62312
WA,1964,557343,0,0,492089,0,0,65254
WA,1965,581530,0,0,515280,0,0,66250
WA,1966,617245,0,0,550134,0,0,67111
WA,1967,678045,0,0,614437,0,0,63608
WA,1968,736245,0,0,668963,0,0,67282
WA,1969,772827,0,0,705605,0,0,67221
WA,1970,796121,0,0,729600,0,0,66521
WA,1971,817275,0,0,750108,0,0,67168
WA,1972,854559,0,0,787585,0,0,66974
WA,1973,783243,0,0,717005,0,0,66238
WA,1974,926539,0,0,861367,0,0,65173
WA,1975,935362,0,0,871063,0,0,64299
WA,1976,1051188,0,0,979802,0,0,71386
WA,1977,773465,0,0,695150,0,0,78315
WA,1978,1002202,0,0,921159,0,0,81043
WA,1979,900631,0,0,823176,0,0,77454
WA,1980,951633,0,0,863361,0,0,88272
WA,1981,1074536,96,0,979462,0,0,94938
WA,1982,1008174,60,0,916871,0,0,91109
WA,1983,1004891,64,0,900136,0,0,104439
WA,1984,981713,71,0,871017,0,0,110326
WA,1985,917386,49,0,804970,0,0,112047
WA,1986,943085,202,0,824820,0,0,117727
WA,1987,850807,455,0,727530,0,0,122457
WA,1988,835500,460,0,707279,0,0,127395
WA,1989,855805,643,56,746181,354,0,108226
WA,1990,1004696,711,77,909829,364,0,93429
WA,1991,1007895,836,96,932377,363,0,73889
WA,1992,806664,3894,116,706614,372,0,95374
WA,1993,797958,6745,133,693923,374,0,96463
WA,1994,781385,7785,153,676477,373,0,96294
WA,1995,944237,2561,174,850742,370,0,90131
WA,1996,1110151,1136,218,1018675,365,0,89664
WA,1997,1160946,2154,241,1063894,355,0,94158
WA,1998,904688,2894,313,813870,342,0,87123
WA,1999,1084122,2461,341,991813,326,0,89066
WA,2000,911481,2774,341,818762,289,0,89202
WA,2001,660942,2016,343,565565,263,0,92656
WA,2002,893613,5851,370,795189,228,4238,87636
WA,2003,834711,5626,494,726537,191,6112,95670
WA,2004,819466,1887,553,716902,155,7378,92552
WA,2005,815025,7330,642,720674,116,4984,81253
WA,2006,936295,8041,683,813434,109,10292,103736
WA,2007,893276,10122,728,779148,102,24095,79080
WA,2008,896909,17666,788,765033,108,36041,77274
WA,2009,852515,20467,902,711823,123,34867,84333
WA,2010,829017,17776,1013,666221,154,46289,97564
WA,2011,1069028,18337,1262,892101,199,60845,96284
WA,2012,1028434,17512,1136,851343,268,62803,95372
WA,2013,932995,18399,1136,745678,339,66829,100614
WA,2014,947903,19810,1136,755695,469,69117,101677
WA,2015,873275,23875,1136,684060,648,65936,97620
WI,1960,64968,0,0,25814,0,0,39155
WI,1961,60619,0,0,21486,0,0,39133
WI,1962,61695,0,0,22565,0,0,39130
WI,1963,55114,0,0,16253,0,0,38860
WI,1964,54980,0,0,16029,0,0,38951
WI,1965,61690,0,0,22276,0,0,39414
WI,1966,60892,0,0,21371,0,0,39521
WI,1967,61003,0,0,21620,0,0,39383
WI,1968,65830,0,0,24866,0,0,40963
WI,1969,62804,0,0,22542,0,0,40262
WI,1970,58313,0,0,19980,0,0,38333
WI,1971,61793,0,0,23363,0,0,38430
WI,1972,65646,0,0,25043,0,0,40603
WI,1973,67818,0,0,25389,0,0,42430
WI,1974,65621,0,0,21096,0,0,44525
WI,1975,66067,0,0,21193,0,0,44874
WI,1976,69570,0,0,17132,0,0,52438
WI,1977,74518,0,0,19003,0,0,55515
WI,1978,90777,0,0,24563,0,0,66214
WI,1979,92876,0,0,23745,0,0,69131
WI,1980,187312,0,0,21970,0,0,165342
WI,1981,196641,0,0,22386,0,0,174255
WI,1982,195454,22,0,25315,0,0,170116
WI,1983,217664,8,0,26886,0,0,190770
WI,1984,215483,15,0,24411,0,0,191056
WI,1985,217863,98,0,26594,0,1,191170
WI,1986,161833,115,0,25264,0,1,136453
WI,1987,152928,86,0,16425,0,1,136416
WI,1988,157330,170,0,15363,0,1,141796
WI,1989,124135,477,71,15394,193,0,107998
WI,1990,103244,679,79,20954,204,0,81327
WI,1991,109956,1696,86,26264,208,0,81702
WI,1992,110394,1474,92,24837,214,0,83776
WI,1993,105835,1234,98,25634,218,0,78650
WI,1994,108116,1360,91,22987,219,0,83460
WI,1995,114213,2986,97,24527,235,0,86117
WI,1996,128254,4725,103,27877,238,0,95062
WI,1997,128387,5527,110,25362,230,0,96911
WI,1998,110682,2857,114,17818,227,0,89420
WI,1999,116297,2416,129,20294,214,0,92999
WI,2000,115703,2708,129,20255,196,28,92142
WI,2001,128432,6913,143,21247,184,747,98954
WI,2002,110883,11057,156,25585,175,470,72173
WI,2003,118264,9158,203,18663,168,988,84474
WI,2004,108632,8713,220,19838,153,1037,72359
WI,2005,144880,14184,252,17400,142,925,101985
WI,2006,140146,12894,292,16650,150,1006,97098
WI,2007,141070,16006,354,14985,174,1080,92442
WI,2008,159172,19607,421,15925,226,4800,93315
WI,2009,152813,20106,525,13605,258,10267,82636
WI,2010,169997,22633,592,20603,291,10619,86746
WI,2011,169490,20754,574,20859,329,11540,87519
WI,2012,163543,20460,615,14562,414,14822,86370
WI,2013,168982,20840,615,18880,424,14864,87671
WI,2014,177102,22073,615,23507,465,15387,86694
WI,2015,167282,22299,615,21813,504,14811,79634
WV,1960,23464,0,0,10097,0,0,13367
WV,1961,23666,0,0,11101,0,0,12565
WV,1962,23755,0,0,10971,0,0,12784
WV,1963,21029,0,0,8400,0,0,12629
WV,1964,21666,0,0,9462,0,0,12204
WV,1965,20560,0,0,8657,0,0,11903
WV,1966,20101,0,0,7989,0,0,12112
WV,1967,22471,0,0,10950,0,0,11521
WV,1968,21573,0,0,9948,0,0,11625
WV,1969,21430,0,0,9946,0,0,11484
WV,1970,21152,0,0,10449,0,0,10703
WV,1971,22281,0,0,12012,0,0,10269
WV,1972,24771,0,0,12937,0,0,11834
WV,1973,24229,0,0,12214,0,0,12015
WV,1974,23779,0,0,11985,0,0,11795
WV,1975,22798,0,0,11058,0,0,11740
WV,1976,24758,0,0,10643,0,0,14116
WV,1977,24320,0,0,9840,0,0,14479
WV,1978,27252,0,0,9579,0,0,17673
WV,1979,33875,0,0,12754,0,0,21121
WV,1980,23421,0,0,11571,0,0,11850
WV,1981,22023,1,0,11392,0,0,10629
WV,1982,25803,0,0,11691,0,0,14112
WV,1983,23389,0,0,11672,0,0,11717
WV,1984,25619,0,0,11879,0,0,13740
WV,1985,25050,0,0,11052,0,0,13998
WV,1986,31416,0,0,10979,0,0,20438
WV,1987,28499,0,0,10475,0,0,18024
WV,1988,29016,0,0,10196,0,0,18820
WV,1989,25599,0,0,13633,31,0,11935
WV,1990,18512,0,0,13471,32,0,5009
WV,1991,16399,0,0,11118,32,0,5250
WV,1992,18857,387,0,13145,32,0,5293
WV,1993,18684,224,0,11485,31,0,6942
WV,1994,18865,166,0,11818,31,0,6849
WV,1995,19566,113,0,12299,38,0,7116
WV,1996,22054,18,0,14735,45,0,7257
WV,1997,17598,16,0,11630,43,0,5909
WV,1998,16213,2,0,11077,42,0,5092
WV,1999,14809,0,8,9513,39,0,5248
WV,2000,17406,27,8,11740,36,0,5594
WV,2001,15162,438,10,9836,33,0,4846
WV,2002,16221,1083,10,10842,30,92,4164
WV,2003,21234,1425,12,13730,27,1719,4322
WV,2004,20758,1530,12,13204,38,1614,4360
WV,2005,28719,388,14,14474,38,1539,12266
WV,2006,28818,550,15,15597,40,1723,10893
WV,2007,26783,778,17,12398,43,1656,11891
WV,2008,33508,4261,23,12298,46,3862,13019
WV,2009,50820,5772,27,16064,44,7246,21666
WV,2010,48178,6163,31,13340,46,9163,19435
WV,2011,50326,6088,30,14118,57,10712,19321
WV,2012,50224,6315,32,13622,76,12238,17942
WV,2013,59942,6252,32,16590,84,13229,23756
WV,2014,56278,6346,32,11811,85,13803,24201
WV,2015,51504,6555,32,12907,93,12825,19092
WY,1960,8174,0,0,6552,0,0,1623
WY,1961,8273,0,0,6737,0,0,1536
WY,1962,11746,0,0,10298,0,0,1448
WY,1963,10641,0,0,9211,0,0,1430
